# The Sword of Islam map arrays

# Spreadsheets that allow easy editing of these maps are available in 
# the technical documentation thread at the Sword of Islam CFC forums
# City names map is in CityNameManager.py

# Regions (provinces)

regions = (
(	116,	116,	116,	116,	116,	116,	116,	116,	116,	9,	9,	9,	9,	9,	9,	9,	9,	9,	9,	9,	9,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	43,	46,	46,	46,	46,	46,	46,	46,	46,	46,	46,	46,	46,	46,	46,	5,	5,	5,	5,	5,	86,	86,	86,	86,	86,	86,	86,	86,	86,	86,	86,	86,	86,	62,	62,	6,	6,	6,	6,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	90,	90,	90,	90,	90,	90,	90,	90,	90,	90,	),
(	116,	116,	116,	116,	116,	116,	116,	116,	116,	9,	9,	9,	9,	9,	9,	9,	9,	9,	9,	9,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	43,	43,	43,	43,	43,	46,	46,	46,	46,	46,	46,	46,	46,	46,	5,	5,	5,	5,	5,	5,	86,	86,	86,	86,	86,	86,	86,	86,	86,	86,	86,	86,	62,	62,	6,	6,	6,	62,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	90,	90,	90,	90,	90,	90,	90,	90,	90,	90,	90,	90,	),
(	2,	116,	116,	116,	116,	116,	116,	116,	116,	9,	9,	9,	9,	9,	9,	9,	9,	9,	9,	9,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	43,	43,	43,	43,	43,	43,	43,	43,	46,	46,	46,	46,	46,	5,	5,	5,	5,	5,	5,	5,	86,	86,	86,	86,	86,	86,	86,	86,	86,	86,	86,	62,	62,	62,	62,	62,	62,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	90,	90,	90,	90,	90,	90,	90,	90,	90,	90,	90,	90,	),
(	2,	2,	116,	116,	116,	116,	116,	116,	116,	9,	9,	9,	9,	9,	8,	8,	8,	8,	8,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	43,	43,	43,	43,	43,	43,	43,	43,	46,	46,	46,	46,	46,	5,	5,	5,	5,	5,	5,	5,	86,	86,	86,	86,	86,	86,	86,	86,	86,	86,	62,	62,	62,	62,	62,	62,	62,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	90,	90,	90,	90,	90,	90,	90,	90,	90,	90,	90,	90,	90,	90,	),
(	2,	2,	2,	117,	117,	116,	116,	116,	116,	112,	112,	112,	112,	8,	8,	8,	8,	8,	8,	8,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	15,	13,	13,	13,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	43,	43,	43,	43,	43,	43,	43,	43,	43,	43,	46,	46,	46,	5,	5,	5,	5,	5,	5,	5,	86,	86,	86,	86,	86,	86,	86,	86,	86,	86,	62,	62,	62,	62,	62,	62,	62,	62,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	63,	90,	90,	90,	90,	90,	90,	90,	90,	90,	90,	90,	90,	90,	90,	90,	90,	),
(	2,	2,	2,	117,	117,	117,	112,	112,	112,	112,	112,	112,	112,	8,	8,	8,	8,	8,	8,	8,	8,	1,	1,	1,	1,	1,	1,	1,	15,	15,	15,	13,	13,	13,	13,	13,	13,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	43,	43,	43,	43,	43,	43,	43,	43,	43,	43,	43,	46,	46,	46,	5,	5,	5,	5,	5,	5,	86,	5,	86,	86,	86,	86,	86,	86,	86,	86,	62,	62,	62,	62,	62,	62,	62,	62,	62,	64,	64,	64,	64,	64,	64,	64,	64,	64,	64,	63,	63,	63,	63,	90,	90,	90,	72,	72,	72,	90,	90,	90,	90,	90,	90,	90,	90,	90,	),
(	2,	2,	2,	117,	117,	117,	112,	112,	112,	112,	112,	112,	112,	8,	8,	8,	8,	8,	8,	8,	8,	8,	1,	1,	1,	1,	15,	15,	15,	15,	15,	13,	13,	13,	13,	13,	13,	13,	13,	1,	1,	1,	1,	1,	1,	1,	51,	51,	42,	42,	42,	42,	43,	43,	43,	43,	43,	43,	43,	46,	46,	44,	5,	5,	5,	5,	5,	86,	5,	5,	86,	86,	86,	86,	86,	86,	86,	86,	62,	62,	62,	62,	62,	62,	62,	62,	62,	64,	64,	64,	64,	64,	64,	64,	64,	64,	63,	63,	63,	63,	90,	90,	72,	72,	72,	72,	72,	72,	72,	90,	90,	90,	90,	90,	90,	),
(	2,	2,	2,	117,	117,	117,	112,	112,	112,	112,	112,	2,	2,	2,	2,	2,	8,	8,	109,	109,	109,	109,	10,	11,	11,	15,	15,	15,	15,	14,	14,	14,	14,	17,	17,	13,	13,	13,	51,	51,	51,	51,	51,	51,	51,	51,	51,	51,	42,	42,	42,	42,	42,	43,	43,	43,	43,	44,	44,	44,	44,	44,	44,	5,	5,	5,	5,	86,	5,	5,	5,	86,	86,	86,	86,	86,	86,	86,	86,	86,	86,	62,	62,	62,	62,	62,	62,	62,	62,	64,	64,	64,	64,	64,	63,	63,	63,	63,	63,	90,	90,	72,	72,	72,	72,	72,	72,	72,	90,	90,	90,	90,	90,	90,	90,	),
(	2,	2,	2,	117,	117,	117,	117,	112,	112,	2,	112,	112,	2,	2,	2,	2,	8,	109,	109,	109,	109,	10,	10,	11,	11,	11,	11,	14,	14,	14,	14,	14,	14,	17,	17,	17,	17,	17,	17,	51,	51,	51,	51,	51,	51,	51,	51,	18,	42,	42,	42,	42,	41,	41,	41,	41,	44,	44,	44,	44,	44,	44,	44,	44,	5,	5,	5,	86,	5,	5,	86,	86,	86,	86,	86,	86,	86,	86,	86,	86,	86,	86,	62,	62,	62,	62,	62,	62,	63,	63,	63,	64,	64,	64,	63,	63,	63,	63,	63,	63,	72,	72,	72,	72,	72,	72,	72,	90,	90,	90,	90,	90,	90,	90,	90,	),
(	2,	2,	2,	2,	117,	117,	117,	113,	113,	2,	2,	2,	2,	8,	2,	2,	2,	10,	10,	10,	10,	10,	10,	11,	11,	11,	11,	14,	14,	14,	14,	14,	14,	17,	17,	17,	17,	17,	17,	17,	17,	18,	18,	18,	18,	18,	18,	18,	18,	42,	42,	41,	41,	41,	98,	41,	44,	44,	44,	44,	44,	44,	5,	5,	5,	5,	5,	5,	86,	86,	86,	86,	86,	86,	86,	86,	86,	86,	86,	86,	86,	86,	86,	86,	86,	62,	62,	63,	63,	63,	63,	63,	63,	63,	63,	63,	63,	63,	63,	63,	72,	72,	72,	72,	72,	89,	89,	89,	90,	90,	90,	90,	90,	91,	91,	),
(	2,	2,	2,	2,	2,	117,	117,	113,	113,	113,	2,	2,	2,	2,	2,	2,	10,	10,	10,	10,	10,	10,	10,	11,	11,	11,	11,	14,	14,	14,	14,	14,	17,	17,	17,	17,	17,	17,	17,	17,	17,	18,	18,	18,	18,	18,	18,	18,	18,	40,	41,	41,	41,	41,	41,	41,	41,	44,	44,	44,	44,	5,	5,	5,	5,	5,	5,	5,	5,	86,	86,	86,	86,	86,	86,	86,	86,	86,	86,	86,	86,	86,	86,	86,	86,	86,	86,	63,	63,	63,	63,	63,	63,	63,	63,	63,	63,	63,	63,	89,	89,	89,	89,	89,	89,	89,	89,	89,	89,	89,	90,	91,	91,	91,	91,	),
(	2,	2,	2,	2,	2,	117,	113,	113,	113,	113,	113,	2,	2,	2,	2,	2,	10,	10,	10,	10,	10,	10,	10,	11,	11,	11,	11,	14,	14,	14,	14,	14,	17,	17,	17,	17,	17,	17,	17,	17,	18,	18,	18,	18,	18,	18,	18,	40,	40,	40,	40,	41,	41,	41,	41,	41,	41,	44,	44,	44,	44,	5,	5,	5,	5,	5,	5,	5,	5,	5,	86,	86,	86,	86,	86,	86,	86,	86,	86,	86,	86,	86,	86,	86,	86,	86,	86,	63,	63,	63,	63,	63,	63,	63,	63,	63,	63,	63,	89,	89,	89,	89,	89,	89,	89,	89,	89,	89,	89,	89,	91,	91,	91,	91,	91,	),
(	2,	2,	2,	2,	114,	2,	113,	113,	113,	113,	113,	113,	2,	2,	2,	2,	2,	10,	10,	10,	10,	10,	10,	11,	11,	11,	11,	17,	17,	17,	17,	17,	17,	17,	17,	17,	17,	17,	17,	18,	18,	18,	18,	18,	18,	18,	40,	40,	40,	40,	40,	40,	41,	41,	41,	41,	41,	45,	45,	45,	5,	5,	5,	5,	5,	5,	5,	5,	5,	5,	86,	86,	86,	86,	86,	86,	86,	86,	86,	86,	86,	86,	86,	94,	94,	94,	94,	94,	63,	63,	63,	63,	63,	63,	63,	63,	63,	89,	89,	89,	89,	89,	89,	89,	89,	89,	89,	89,	89,	89,	91,	85,	91,	91,	91,	),
(	2,	2,	2,	2,	114,	2,	2,	2,	2,	2,	113,	113,	113,	2,	2,	2,	2,	10,	10,	10,	10,	10,	10,	11,	11,	11,	11,	17,	17,	17,	101,	17,	17,	17,	17,	17,	17,	17,	17,	18,	18,	18,	18,	18,	18,	40,	40,	40,	95,	95,	40,	40,	40,	41,	41,	45,	45,	45,	45,	45,	5,	5,	5,	5,	5,	5,	5,	5,	5,	86,	86,	86,	86,	86,	86,	86,	86,	86,	94,	94,	94,	94,	94,	94,	94,	94,	94,	94,	94,	94,	94,	63,	63,	63,	63,	63,	65,	65,	89,	89,	89,	89,	89,	89,	89,	89,	89,	89,	89,	89,	85,	85,	85,	85,	91,	),
(	2,	2,	2,	2,	2,	2,	114,	114,	114,	114,	2,	2,	113,	2,	2,	2,	10,	10,	10,	10,	12,	12,	12,	12,	12,	12,	12,	17,	17,	17,	17,	17,	17,	17,	17,	16,	16,	16,	18,	18,	18,	18,	69,	69,	40,	40,	40,	40,	40,	40,	40,	40,	40,	45,	45,	45,	45,	45,	45,	45,	5,	5,	5,	5,	5,	5,	5,	5,	5,	86,	86,	86,	86,	86,	86,	86,	61,	61,	94,	94,	94,	94,	94,	94,	94,	94,	94,	94,	94,	94,	94,	94,	94,	63,	65,	65,	65,	65,	65,	65,	65,	65,	89,	89,	89,	89,	89,	89,	89,	85,	85,	85,	85,	85,	85,	),
